,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
34,数据分析,齐家网,1000-9999人,上海  ,本科,3-5年,数据分析师,1.负责数据服务类产品的规划，需求分析和产品设计并支持业务部门的数据需求；2.关注物流大数据应用相关方向的前沿研究，持续挖掘数据价值，并将相关成果快速内部产品化，将创新推向用户；3.负责在项目推进过程中的跨部门协调沟通工作，能够协调各资源以确保产品顺利发展；4.跟踪大数据应用市场动向，市场竞争对手分析，及时调整市场策略，创新产品应用。	职位要求：	1.本科及以上学历，3年以上相关工作经验，数学、数理统计或计算机相关专业背景者优先；2.熟练使用SQL；3.精通Linux开发，熟悉Python/Shell等脚本语言或R，对常用数据结构和算法有较为深刻的理解；4.具有良好自然语言处理、数据挖掘、机器学习等方面的技术背景优先；5.对数据敏感，信仰、热爱数据。,15k-30k,已上市
35,数据分析,饿了么,1000-9999人,上海 普陀区 金沙江路,本科,3-5年,数据分析师,"职位诱惑:  阿里本地生活公司职位要求:1.从事产品运营相关分析，完成日常需求和分析报告2.熟悉产品A/B测试的流程，针对产品改版给出专业的评估3.熟练掌握常用app的监控指标，参与构建指标监控体系4.了解GA,友盟等统计工具的使用和底层数据逻辑5.了解常用的数据挖掘方法:决策树，逻辑回归等。有相关项目经验优先。",20k-40k,D轮及以上
37,数据分析,游族网络,1000-9999人,上海 徐汇区 田林,学历不限,3-5年,数据分析师,工作职责1、对部门日志数据进行清理、整合；2、对各种数据进行分析有洞察力的分析；3、针对既定商业目标进行建模；4、协助大数据工程师进行产品化。任职资格1、数据分析工作经验3年及以上，有丰富数据建模经验，包括分类、推荐、预测、文本分类等；2、有数据ETL实现能力及较强的coding能力，掌握R或是Python（统计包）等统计工具，熟练掌握SQL，熟悉linux/shell基本功能；3、有hive使用经验优先，有技术BI、大数据相关工作经验优先，对spark mllib 有了解优先；4、具备良好的数据和商业敏感度、优秀的逻辑思维能力，乐于从纷繁的数据中寻找业务规律，较好的商业洞察力。,25k-45k,已上市
38,数据分析,北京星纪元科技有...,10000人以上,上海 浦东新区 塘桥,本科,3-5年,数据分析师,1、熟悉投资业务，有数据画像工作经验优先；• 2、熟悉主流分析算法如：聚类，分类，回归，文本处理等；有自然语言处理经验优先；             • 4、熟悉Mongodb或hadoop等数据库，有金融大数据开发经验优先；• 5、熟练使用Python语言进行数据分析，或是R，Scala语言；• 6、熟悉软件技术文档的编写，具备良好的文档编制习惯和规范的代码书写；• 7、热爱技术工作，具有较强的团队协作意识，高度的责任感，对工作积极严谨，勇于承担责任。• 8、有较强的学习和理解能力，思路清晰，善于思考，能独立分析和解决问题。,8k-14k,不需要融资
40,数据分析,悠融资产,1000-9999人,上海 杨浦区 五角场,本科,1-3年,数据分析师,主要职责：	与业务相关方进行需求沟通并落地	全面了解公司业务数据和第三方接口数据	参与建立运营、风控、贷后等的日常监控报表，对异常情况深入分析	进行数据监控，发现并指出数据异常情况，提出预警和建议，以保障业务正常开展	对现有和潜在业务数据进行分析挖掘	风险评分模型的开发维护及风险控制相关的各类数据处理	完成上级领导交待的其它工作任务。要求：	本科及以上学历，数学、金融、统计、经济和相关专业，211、985院校优先；	工作地点：上海五角场	工作年限：两年以上数据分析相关的工作经验技能：	熟悉Python，有解析xml 和 json 等非结构化数据的经验	精通sql，熟悉mysql数据库，能编写较复杂的计算逻辑	熟练运用R、PYTHON、SAS等主流数据分析软件工具	熟悉数据分析流程和方法论	熟悉excel，包括透视表和图表	有数据敏感度，能根据业务检查数据合理性，能根据数据分析结果总结出结论	良好的沟通能力，具备责任心和工作热情，开拓性的思维能力和创新能力，可承受高强度、持续性工作压力，同时有较好的团队协作能力,15k-30k,不需要融资
41,数据分析,哈啰出行,1000-9999人,上海 闵行区 莘庄,本科,5-10年,数据分析师,岗位职责1. 根据公司产品和业务需求，利用数据挖掘等方法对多种数据源进行诊断分析，建立数据模型并持续优化，为公司运营决策、产品设计等方面提供数据支持；2. 负责项目的需求调研、专题分析，通过对数据的挖掘分析给业务方输出高质量的分析报告，为业务发展提供决策支持；3. 参与数据挖掘模型的构建、维护、部署和评估；任职要求1. 统计相关专业，本科及以上学历2. 3年以上数据分析相关工作，互联网背景优先3. 熟练使用sql /hive/python/tableau4. 优秀的逻辑思考能力，对数据敏感，具有一定商业思维5. 熟悉聚类、回归模型、神经网络等机器学习算法,18k-30k,D轮及以上
42,数据分析,盛安德,500-999人,上海 黄浦区 新天地,本科,3-5年,数据分析师,岗位职责：需要使用Adobe Analytics数据统计工具对欧美证券网站访问者的点击轨迹和喜好生成报表；任职要求：1，统计学、计量经济学、数学、数据挖掘等数据分析相关专业本科以上学历；2，3年以上数据分析、数据挖掘工作经验；3，熟悉数据库和提数环境，根据业务需求通过SQL等快速准确进行数据提取和处理，为决策提供数据支撑，会使用如SPSS/R/Python等分析工具，精通Excel；4，熟悉数据统计工具Adobe Analytics的使用，且具有1年以上Adobe Analytics实际使用经验（必备）；5，较强的逻辑思维能力，优秀的表达沟通能力，良好的数据敏感度和分析洞察力；6，英文口语流利（必备）；7，有相关证券、金融行业数据分析经验者优先；注：此岗位入职初期需要到美国加州进行1-2个月的对接和培训，之后回国工作；,15k-25k,未融资
43,数据分析,国充充电科技,500-999人,上海 松江区 新桥,大专,3-5年,数据分析师,"岗位职责:1、	运用数据挖掘、统计学习等理论和方法，深入挖掘和分析业务数据及用户行为，找到新的业务增长点，驱动产品优化迭代与提升运营效果。2、	参与方案讨论、技术调研及产品开发，负责相关文档的编写。3、	与开发团队内部以及产品需求部门进行有效沟通，跟进项目进度以及解决相关数据问题。任职要求：1、本科及以上学历，统计学、应用数学或计算机科学等相关专业，2年以上数据挖掘、数据产品开发等从业经验；2、熟悉互联网+的行业特点，了解用户需求，对如何提高用户体验有切身体会；3、熟悉数据挖掘、机器学习、人工智能技术，掌握关联分析、分类预测、协同过滤、聚类分析、回归分析、时间序列分析等常用分析方法；4、熟练使用编程语言常用算法和数据结构，掌握R、Python、Matlab、F#等语言的至少其中一种；5、了解数据库相关机制，掌握SQL语言，可以使用SQLite, MySQL等数据库操作关系型数据，知道如何操作非关系数据以及实时数据；6、了解Hadoop, Hive以及Storm等，具有基于大数据平台进行数据分析的经验者优先考虑；",8k-14k,未融资
44,数据分析,米哈游,500-999人,上海 徐汇区 田林,本科,3-5年,游戏数据分析,岗位职责1.  构建并完善游戏项目运营数据分析体系，优化数据维度提升数据平台的使用效率，为日常游戏业务相关的提供数据支持；2.  针对游戏项目进行专项数据分析，包括并不限于用户价值、流失、游戏生态、活动版本效果等，综合评估并输出报告；3.  通过数据挖掘和探索分析用户行为数据、游戏数值设计合理性等信息，根据分析结果，推动协调研发调整、运营方向、内容规划、资源投放等关键内容。；4.  研究游戏的用户精细化运营，如用画像分析，用户生态等。岗位要求1.  3年以上工作经验，至少2年以上从事游戏数据分析工作，对数据分析感兴趣；2.  拥有手游完整项目数据分析经验，能够独立开展研究项目；3.  对数据敏感，熟悉数据收集、数据分析方法，了解数据建模基本原理和数据挖掘算法，了解服务器构架模式、数据库操作；4.  具备良好的逻辑思维能力和分析能力，具有良好的团队协作能力。,20k-40k,不需要融资
45,数据分析,我图网,500-999人,上海 浦东新区 南码头,本科,3-5年,数据分析师,工作职责:1.基于公司用户运营、内容生产、产品改进等业务需求，能够从内部、外部提取数据，完成数据的提取、清洗、分析、验证，通过数据提炼分析观点，撰写分析报告。2.清晰认识公司的战略重点和业务方向，通过数据挖掘与探索，为运营、产品、市场、等提供商业决策的数据支持和建议3.负责数据分析体系的规划和建立，对用户进行分层；对接产品、运营、市场的数据分析需求，用数据辅助决策。4. 沉淀分析思路与框架，归纳数据产品需求，设计数据产品或其它工具，并具备一定的工具实施落地落能力，推动数据产品建设。任职资格：1. 本科及以上学历，数学、统计、金融、经济等相关专业优先。2. 3年以上互联网公司相关工作经验，拥有良好的数据分析思路并有有用户流数据建模经验。3. 熟练掌握Excel，懂得SQL，并至少掌握一种主流的统计分析工具： SAS/ R/Python/stata 等。4. 逻辑严谨细致，有探索精神，工作踏实认真，有较强的沟通推动能力。5. 有用户分层、用户行为流数据挖掘经验者优先。,13k-18k,不需要融资
46,数据分析,携程旅行网,10000人以上,上海 长宁区 北新泾,本科,3-5年,数据分析（机器学习方向）,"数据分析（机器学习方向）工作职责：1. 研究海量国际机票数据，运用机器学习类算法构建各种排序模型，设计和实现模型，持续改进；2. 通过数据建模或数据分析，定位数据表现的根因，设计解决问题的方案；3. 沉淀分析思路与框架， 提炼数据产品需求，深入地知识挖掘，有创造性的价值发现；4. 自我驱动，对数据高度敏感，逻辑清晰，敏锐的发现问题的能力；5. 高度的责任心，良好的沟通协作能力，具有较强的分享意愿6. 有软件开发经验优先。任职要求：1. 统计、计算机、数学等相关专业硕士或本科学历；2. 三年以上数据分析或者软件开发相关工作经验，有机器学习，数据挖掘，推断预测经验；3. 熟练掌握多种机器学习算法，有大型算法应用经验者优先；航班选择优化相关经验者优先；4. 熟练掌握SQL/Presto类查询语言； 5. 熟悉统计分析/数据挖掘软件（R, Python等）优先；熟悉编程语言（Java等）优先；6. 有带团队经验优先。",20k-40k,已上市
47,数据分析,太平洋房屋,10000人以上,上海 徐汇区 枫林路,大专,5-10年,高级数据分析师,岗位职责：1、配合公司项目要求，收集分析确认客户需求，搭建推荐系统的平台开发环境，完成系统框架和核心代码的实现；2、同数据分析师和算法工程师协作，完成产品落地；3、解决项目工程化过程中遇到的问题，进行系统功能优化，确保系统安全、稳定、快速。4、收集工作中的问题反馈和需求，提出优化和改善方案；5、完成部门交办的其他工作事宜岗位要求：1、全日制本科及以上学历；统计学、数学、计算机等相关专业优先。2、精通Django/flask，Sqlalchemy等主流框架，理解框架实现原理及特性；3、熟练使用关系型数据库（mysql、SqlServer）和非关系型数据库（MongoDB）；4、熟悉自然语言处理、机器学习、数据挖掘、搜索、推荐等算法的理论和方法；5、精通一门以上的编程语言（Python、Java、R、C/C++）；6、熟悉爬虫和数据采集的优先；7、优秀的逻辑思维能力，较强的表达沟通能力，良好的数据分析与建模能力、文字与报告撰写能力，自我学习能力、抗压能力强,14k-15k,已上市
48,数据分析,金服银行科技中心,10000人以上,上海 浦东新区 源深体育中心,本科,3-5年,数据分析架构师,"职位描述：1、基于hadoop、hive/spark构建数据仓库和数据集市架构，带领团队其他成员设计稳定、可否用、可扩展的数据仓库模型，用户画像数据模型，快速支持公司决策数据需要、各方向数据分析和挖掘需要。2、构建统一的数据模型设计、管理于治理机制，带领团队确保公司数据一致性，可持续发展；3、专题分析等形式对业务问题进行深入分析，为信用卡产品运营决策、产品方向、推送策略及时提供数据支持技能要求：1、数据仓库和挖掘领域至少五年以上，深刻理解数据仓库各类建模理论，掌握维度建模设计方法，具备海量数据处理，大型数据仓库逻辑模型和物理模型经验2、具有很强的数据分析和数据挖掘能力。熟练掌握常规分析工具；3、熟悉机器学习，掌握常规的分类，回归，时序算法，有深度学习相关经验者优先4、良好的Hadoop、hivesql开发能力和调优经验，熟悉实时计算和流式计算者优先5、熟悉主流大数据平台和处理引擎,包括但不限于spark\Kylin\Hbase\Flink等6、良好的逻辑分析能力和沟通能力;具备强烈的责任心和团队协作能力;良好的推动力;",19k-38k,已上市
50,数据分析,二三四五网络,1000-9999人,上海  ,本科,1-3年,数据分析师,岗位职责：1.金融产品各业务环节数据的监控，对异常数据波动进行及时准确的分析，并查找原因；2.对用户行为数据进行分析，生成用户画像，挖掘业务及用户行为特征，提供决策及优化建议；3.负责推广渠道的成本分析及控制，并定期输出报告；4.支持开发并维护BI报表平台，从业务角度出发，持续优化迭代并完善；5.产品运营相关数据分析需求支持，及时响应需求、快速分析。任职要求：1.全日制本科及以上学历，数学、统计、金融、经济等相关专业优先，1年以上互联网数据分析经验；2.具备较强的数据可视化能力，能独立完成数据分析报告； 3.熟练使用SQL，并掌握一种以上主流的统计分析工具：EXCEL/SAS/SPSS/R/Python等； 4.数据敏感度高，逻辑严谨细致，有探索精神，工作踏实认真，有较强的沟通推动能力。,8k-15k,已上市
